t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,severity
0.0049,0.0143,0.0407,0.0223,0.0018,0.0524,0.0294,0.0242,0.0678,0.0032,0.0415,0.0183,0.0473,0.0182,0.0046,0.0071,0.0222,0.0687,0.1713,0.3423,0.641,1.0872,1.7005,2.3556,2.8843,3.0731,2.9215,2.5593,1.9224,1.3068,0.8602,0.5942,0.4789,0.3858,0.345,0.3016,0.2562,0.1697,0.133,0.1063,0.0846,0.0716,0.0208,0.0397,0.0149,0.0577,0.0494,0.0521,0.0213,0.0163,38.18
0.0005,0.011,0.0625,0.0396,0.0031,0.0163,0.0205,0.0516,0.1224,0.3808,1.0365,2.2964,4.3454,6.8029,8.9505,9.9231,9.1828,7.7199,5.4423,3.6992,2.7267,2.3515,2.2623,2.2024,2.096,1.8741,1.5316,1.2155,0.8535,0.5926,0.3667,0.2036,0.1263,0.0625,0.0585,0.0534,0.0452,0.0367,0.069,0.017,0.0304,0.02,0.0156,0.0066,0.0124,0.0396,0.0053,0.0252,0.039,0.0054,100.0
0.009,0.0149,0.0121,0.0112,0.0318,0.0168,0.0472,0.002,0.0097,0.0063,0.0353,0.0045,0.0026,0.0588,0.0404,0.011,0.0032,0.0134,0.0502,0.0886,0.1989,0.4503,0.8965,1.5473,2.2338,2.7907,3.0264,2.8489,2.4226,1.6962,1.1069,0.6901,0.4719,0.3297,0.2798,0.2524,0.2261,0.2322,0.1966,0.1358,0.0917,0.0544,0.0558,0.047,0.0446,0.0214,0.0558,0.0521,0.0357,0.0333,37.06
0.0246,0.0097,0.012,0.0307,0.0078,0.0647,0.0149,0.0389,0.0266,0.0461,0.0296,0.0068,0.0407,0.0612,0.0943,0.3628,0.9286,1.9093,2.9643,3.4655,3.0124,2.2961,1.4006,0.8729,0.6732,0.5418,0.3858,0.2333,0.1323,0.0902,0.0846,0.0723,0.0121,0.0135,0.0581,0.0441,0.0255,0.0055,0.0118,0.0451,0.0333,0.0478,0.0026,0.0814,0.0094,0.0013,0.0068,0.0601,0.001,0.0251,37.82
0.0152,0.012,0.0421,0.0657,0.034,0.0115,0.0223,0.0038,0.0817,0.0058,0.037,0.0419,0.0071,0.0613,0.0508,0.1208,0.4132,1.0596,2.1423,3.2154,3.6968,3.2432,2.4248,1.4173,0.7547,0.4768,0.3523,0.2243,0.1634,0.1439,0.0517,0.0521,0.0353,0.0294,0.0331,0.0652,0.0281,0.0193,0.0186,0.0028,0.007,0.0083,0.0216,0.0251,0.0815,0.0066,0.0042,0.0586,0.0551,0.0582,39.27
0.0159,0.0336,0.0381,0.0103,0.0084,0.0191,0.0097,0.0215,0.0603,0.1379,0.191,0.338,0.662,1.147,1.7919,2.3874,2.8919,3.08,2.8752,2.4966,1.8267,1.2294,0.6994,0.3766,0.1634,0.0898,0.0307,0.0462,0.0138,0.0338,0.0239,0.0384,0.0113,0.0412,0.0129,0.0609,0.0139,0.0088,0.0316,0.0093,0.0002,0.0381,0.0313,0.0107,0.0167,0.0006,0.015,0.0342,0.057,0.0022,35.88
0.0636,0.0067,0.0763,0.0425,0.0071,0.0411,0.0037,0.0038,0.0137,0.0016,0.0123,0.0033,0.0227,0.0435,0.0346,0.0147,0.0766,0.1873,0.5438,1.3614,2.8603,4.8888,6.69,7.4555,6.7086,5.2126,3.1396,1.5423,0.7101,0.3016,0.1311,0.0671,0.0673,0.0442,0.0675,0.0226,0.044,0.0203,0.0647,0.0108,0.053,0.0057,0.0255,0.0508,0.0313,0.0534,0.0157,0.0146,0.0428,0.0102,77.95
0.0247,0.0124,0.0131,0.0034,0.0413,0.057,0.028,0.0211,0.0335,0.0312,0.0176,0.0303,0.0075,0.0507,0.0162,0.0174,0.0055,0.0058,0.0239,0.0051,0.0241,0.0395,0.0338,0.0946,0.3096,0.6577,1.2315,1.8085,2.0852,1.8921,1.4176,0.8272,0.447,0.258,0.164,0.1301,0.1041,0.0552,0.0403,0.0447,0.0235,0.0152,0.0265,0.0373,0.0255,0.0048,0.0028,0.0422,0.0113,0.0269,23.43
0.0294,0.0237,0.0233,0.0899,0.017,0.0282,0.0275,0.0566,0.0452,0.01,0.0333,0.0029,0.0128,0.0227,0.008,0.0099,0.0474,0.0219,0.0231,0.0313,0.0171,0.0282,0.0473,0.0766,0.334,1.0855,2.5343,4.1752,4.9717,4.1822,2.6636,1.2586,0.4645,0.1312,0.061,0.0544,0.025,0.0548,0.05,0.0158,0.0268,0.0346,0.0476,0.0309,0.0519,0.0274,0.0392,0.0168,0.0073,0.0049,48.91
0.0358,0.0313,0.0579,0.0213,0.0117,0.0306,0.0166,0.059,0.0257,0.0717,0.0078,0.0474,0.0184,0.0291,0.0751,0.0931,0.293,0.5763,1.2807,2.4991,4.0989,5.9136,7.45,8.0445,7.5493,6.5432,4.8608,3.3749,2.3339,1.7759,1.5085,1.4002,1.2879,1.1562,0.9938,0.7893,0.5678,0.3831,0.2639,0.157,0.0907,0.0664,0.0491,0.0234,0.0225,0.0131,0.0081,0.0022,0.0162,0.0384,97.17
0.0357,0.0039,0.0125,0.026,0.0379,0.0105,0.0054,0.0086,0.0524,0.0123,0.0503,0.0332,0.0892,0.2591,0.6621,1.3789,2.4307,3.6922,4.7448,5.1655,4.761,3.8513,2.5317,1.4475,0.7127,0.3169,0.1709,0.0763,0.0431,0.0365,0.0208,0.0558,0.0664,0.0031,0.0486,0.0469,0.0387,0.0255,0.01,0.0349,0.0606,0.0299,0.0338,0.0275,0.0209,0.0279,0.0183,0.0194,0.0169,0.0093,56.99
0.0624,0.0084,0.0074,0.0045,0.0055,0.0237,0.0441,0.0074,0.0257,0.0592,0.0036,0.0511,0.0559,0.0338,0.048,0.043,0.0794,0.0311,0.0239,0.0151,0.0173,0.0103,0.0372,0.1035,0.2057,0.4258,0.8855,1.5443,2.4323,3.3787,4.1715,4.3905,4.1968,3.7924,2.9313,2.1158,1.5154,1.1216,0.904,0.7787,0.6607,0.5518,0.3656,0.3053,0.1787,0.1129,0.0735,0.0556,0.0575,0.0226,56.51
0.058,0.0389,0.0319,0.0631,0.0264,0.0031,0.0253,0.0458,0.0191,0.0701,0.0015,0.0067,0.0169,0.0097,0.0091,0.0652,0.0242,0.0765,0.1417,0.3004,0.5197,0.9085,1.3673,1.7913,2.1755,2.3298,2.254,1.9663,1.5444,1.082,0.7535,0.5199,0.3518,0.2479,0.1756,0.1332,0.1143,0.1082,0.0557,0.0424,0.0676,0.0115,0.0387,0.0192,0.0197,0.0074,0.0426,0.0109,0.0109,0.0176,29.24
0.0265,0.0262,0.0144,0.0399,0.0175,0.0214,0.0437,0.0623,0.012,0.036,0.0101,0.0071,0.0121,0.0331,0.0149,0.0156,0.0123,0.0188,0.036,0.0229,0.0176,0.0093,0.0069,0.0123,0.0506,0.0194,0.0091,0.081,0.1169,0.4349,1.1717,2.6746,4.7488,6.7324,7.5813,6.7426,5.0034,2.8488,1.3197,0.5383,0.2281,0.119,0.0889,0.0815,0.0644,0.038,0.0655,0.0263,0.0239,0.0173,78.41
0.0275,0.0562,0.0084,0.025,0.03,0.0322,0.0496,0.0178,0.0564,0.0328,0.0892,0.2525,0.6683,1.4208,2.5706,3.9412,5.1731,5.7559,5.5119,4.6612,3.4469,2.3227,1.5653,1.0605,0.7036,0.4978,0.3181,0.2018,0.1136,0.14,0.0557,0.018,0.0103,0.0034,0.004,0.037,0.0111,0.0703,0.0587,0.0574,0.0289,0.047,0.0428,0.0084,0.0116,0.0596,0.0219,0.0125,0.0185,0.0285,67.47
0.0063,0.0243,0.0133,0.0362,0.0251,0.0553,0.0296,0.0182,0.0091,0.0182,0.0603,0.0924,0.0296,0.15,0.5369,1.4581,3.178,5.0294,5.9681,5.2651,3.9175,2.5319,1.8747,1.5606,1.2977,0.9779,0.5882,0.3071,0.1707,0.0998,0.0496,0.0459,0.0309,0.0358,0.0186,0.0048,0.0631,0.0601,0.0204,0.0195,0.0239,0.0298,0.0108,0.0497,0.0441,0.0813,0.0104,0.0193,0.0394,0.033,64.6
0.0363,0.0958,0.0217,0.0271,0.035,0.0135,0.0103,0.0032,0.0145,0.0483,0.064,0.1977,0.5957,1.4994,2.9543,4.4447,5.1811,4.7338,3.7157,2.3645,1.4908,1.0411,0.768,0.5466,0.4362,0.2403,0.1368,0.0708,0.0696,0.0548,0.0195,0.0163,0.0363,0.0265,0.0304,0.0184,0.0051,0.0185,0.0245,0.0021,0.0307,0.0272,0.0215,0.0148,0.0144,0.0337,0.0522,0.0131,0.0253,0.0027,55.47
0.0011,0.0227,0.0154,0.0284,0.0134,0.0117,0.0236,0.0325,0.0608,0.2245,0.6763,1.9952,4.6056,8.3087,11.941,13.4291,11.9528,8.825,4.9324,2.2628,0.8976,0.3514,0.203,0.1474,0.1464,0.0604,0.1072,0.0952,0.0329,0.0275,0.0208,0.0502,0.0363,0.0658,0.0218,0.0245,0.0703,0.01,0.0376,0.0041,0.0121,0.0332,0.0274,0.009,0.0021,0.0179,0.0089,0.0045,0.0249,0.0335,100.0
0.0289,0.0238,0.0039,0.0195,0.0296,0.0343,0.0507,0.007,0.0423,0.1119,0.2652,0.786,1.7622,3.178,4.4624,5.0873,4.6071,3.5434,2.2855,1.4297,0.9652,0.7229,0.521,0.3505,0.221,0.1051,0.0679,0.0231,0.0648,0.0178,0.043,0.02,0.0115,0.0267,0.0472,0.0387,0.035,0.0357,0.0515,0.018,0.0274,0.0012,0.0058,0.0108,0.0358,0.0444,0.026,0.0153,0.0034,0.0443,53.21
0.013,0.0248,0.0058,0.0626,0.0448,0.035,0.0403,0.099,0.2444,0.5371,0.8787,1.3689,1.9358,2.3251,2.5036,2.3236,2.0434,1.4693,0.9487,0.5414,0.2719,0.1828,0.0662,0.0258,0.029,0.0206,0.0437,0.0072,0.0185,0.0126,0.0313,0.0025,0.0947,0.0562,0.0303,0.0022,0.0096,0.0044,0.0276,0.0039,0.0214,0.0347,0.037,0.0057,0.0446,0.0308,0.0224,0.0204,0.0563,0.0217,28.17
0.0379,0.0165,0.0464,0.0176,0.004,0.0103,0.0121,0.0217,0.0366,0.0193,0.0211,0.0205,0.0394,0.1624,0.413,1.0277,2.0387,3.4231,4.6748,5.3181,4.9824,4.2885,3.1177,2.2014,1.679,1.3095,1.0173,0.8196,0.5318,0.3797,0.2319,0.1286,0.1265,0.0397,0.0418,0.0266,0.0206,0.0646,0.0567,0.0713,0.0194,0.0236,0.0204,0.041,0.0438,0.0313,0.0427,0.0057,0.0051,0.0217,62.92
0.0236,0.0021,0.0184,0.041,0.0008,0.0345,0.0423,0.0052,0.003,0.041,0.003,0.0343,0.0032,0.0012,0.0331,0.0375,0.0294,0.0519,0.0044,0.0109,0.0553,0.0943,0.3102,0.5879,1.1224,1.7378,2.3231,2.565,2.3337,1.8885,1.2309,0.7793,0.4887,0.3406,0.2174,0.1716,0.1066,0.0972,0.0663,0.0952,0.018,0.076,0.0038,0.0182,0.0269,0.0268,0.0205,0.0011,0.0286,0.0027,30.42
0.0263,0.0192,0.0017,0.0014,0.0105,0.0232,0.0201,0.004,0.0061,0.0223,0.0162,0.0092,0.035,0.0259,0.0634,0.0481,0.0316,0.1084,0.3933,1.2612,3.0783,5.2117,6.1813,5.181,3.4917,1.6329,0.7575,0.5819,0.6941,0.8259,0.8953,0.8126,0.6176,0.3848,0.2234,0.0943,0.0438,0.0195,0.1152,0.0585,0.0097,0.0275,0.0285,0.023,0.0456,0.0082,0.0083,0.0143,0.0305,0.0466,65.86
0.0458,0.0231,0.0418,0.0051,0.0111,0.0187,0.0177,0.0006,0.027,0.0805,0.0088,0.0099,0.0132,0.016,0.0128,0.0446,0.0222,0.0124,0.0269,0.0064,0.003,0.0295,0.0075,0.0756,0.0901,0.1612,0.3422,0.7799,1.4313,2.3631,3.3928,4.2753,4.7121,4.4754,4.0486,3.1016,2.2741,1.6486,1.1524,0.8367,0.6092,0.4294,0.2897,0.1686,0.0957,0.1228,0.0341,0.0782,0.0284,0.0193,59.57
0.018,0.0271,0.0267,0.003,0.0314,0.0464,0.0037,0.0263,0.031,0.0048,0.0587,0.0314,0.0176,0.0078,0.0258,0.0576,0.0186,0.0088,0.0409,0.0446,0.3366,1.5801,4.9886,10.0696,12.6059,10.0094,5.4743,1.956,0.5774,0.2442,0.158,0.1531,0.0933,0.0808,0.0947,0.067,0.0353,0.0278,0.0824,0.0183,0.04,0.0171,0.0519,0.0301,0.0077,0.0102,0.0281,0.0572,0.0024,0.0036,100.0
0.0274,0.0331,0.0614,0.0514,0.0277,0.0301,0.0084,0.0377,0.0158,0.0046,0.0005,0.0096,0.0222,0.0258,0.0184,0.0734,0.0622,0.352,1.3537,3.4604,6.1695,7.5311,6.4002,4.3172,2.3143,1.3432,0.9024,0.5851,0.3618,0.1706,0.0967,0.0607,0.033,0.0258,0.0318,0.0381,0.0627,0.0105,0.0419,0.0329,0.0312,0.0342,0.0351,0.018,0.0338,0.0309,0.0196,0.0235,0.0295,0.0583,76.73
0.0374,0.0157,0.0138,0.0384,0.015,0.0024,0.0131,0.0295,0.0309,0.0093,0.0008,0.0229,0.0073,0.0063,0.023,0.0112,0.0432,0.0254,0.0203,0.002,0.0188,0.0292,0.0571,0.011,0.1054,0.0529,0.0775,0.1591,0.3662,0.718,1.1607,1.7392,2.214,2.4647,2.3152,1.967,1.4177,0.9109,0.5273,0.3454,0.1834,0.107,0.0809,0.0353,0.0194,0.0328,0.0928,0.0168,0.0234,0.0582,26.64
0.0183,0.0007,0.0538,0.0273,0.0226,0.0015,0.0148,0.0138,0.0609,0.0038,0.0235,0.0117,0.0121,0.0101,0.0173,0.0488,0.0015,0.0023,0.0194,0.0385,0.0184,0.0126,0.0597,0.2646,0.7431,1.8216,3.5406,5.2815,6.0618,5.3665,3.9023,2.2437,1.2975,0.9981,1.0449,1.195,1.2231,1.1549,0.9485,0.7451,0.4848,0.2728,0.1516,0.1191,0.048,0.0192,0.0165,0.0137,0.0685,0.0079,67.96
0.0057,0.0394,0.0056,0.0512,0.0201,0.0386,0.0387,0.0563,0.1791,0.4033,0.8414,1.6932,2.6958,3.572,3.954,3.6666,3.057,2.0058,1.252,0.7368,0.5161,0.3889,0.265,0.23,0.1626,0.0876,0.0757,0.0507,0.0688,0.0408,0.0341,0.0404,0.0113,0.0043,0.0027,0.0286,0.0131,0.0027,0.002,0.0032,0.0022,0.0207,0.0364,0.0045,0.0152,0.0159,0.0023,0.0005,0.0296,0.0422,47.22
0.0655,0.0435,0.006,0.0157,0.0441,0.018,0.0049,0.0058,0.0434,0.0022,0.0096,0.0105,0.0098,0.0058,0.0032,0.0189,0.0281,0.0189,0.0279,0.0986,0.2173,0.5929,1.3132,2.4829,3.856,5.0763,5.5869,5.2114,4.4654,3.1588,2.0261,1.3336,0.8605,0.6201,0.3806,0.2711,0.1331,0.0724,0.0837,0.0622,0.0099,0.0407,0.0148,0.0448,0.0172,0.0118,0.0288,0.0273,0.0285,0.0508,64.66
0.0094,0.0168,0.0297,0.0262,0.0343,0.0443,0.0028,0.0137,0.04,0.0657,0.1233,0.2442,0.5146,0.9236,1.4742,2.2266,2.9555,3.5543,3.8668,3.7383,3.4832,2.7722,2.1188,1.504,1.0253,0.703,0.4903,0.3481,0.2374,0.1831,0.1318,0.0779,0.0357,0.0182,0.0159,0.0662,0.0054,0.0114,0.0636,0.0033,0.0529,0.0641,0.0355,0.0206,0.0179,0.0535,0.018,0.0295,0.0673,0.0471,48.93
0.0261,0.0102,0.0198,0.0128,0.0142,0.0037,0.0414,0.0529,0.0086,0.0095,0.0339,0.0162,0.0037,0.0316,0.0779,0.2033,0.4503,0.9321,1.5951,2.2769,2.5068,2.261,1.8247,1.1984,0.7441,0.4893,0.3116,0.2498,0.1499,0.1318,0.0694,0.0567,0.0298,0.0319,0.0219,0.0244,0.0188,0.0377,0.0193,0.0061,0.0241,0.0144,0.0181,0.036,0.016,0.0973,0.0431,0.0086,0.0058,0.0169,30.51
0.0063,0.0432,0.0514,0.0034,0.004,0.0275,0.0454,0.0589,0.0228,0.0109,0.0208,0.0039,0.0319,0.0182,0.0154,0.0295,0.0424,0.021,0.0974,0.1624,0.3609,0.9622,2.1093,3.5994,5.0819,5.7103,5.3117,4.3912,3.0369,2.068,1.4709,1.1412,0.9467,0.704,0.5046,0.3677,0.2354,0.1339,0.07,0.0951,0.0449,0.0381,0.0613,0.0246,0.0108,0.134,0.0613,0.0251,0.0261,0.0244,65.94
0.0013,0.0051,0.0112,0.0245,0.0332,0.0288,0.0358,0.0239,0.0015,0.0107,0.0237,0.0291,0.0109,0.0069,0.0497,0.0013,0.0228,0.0284,0.0663,0.1774,0.4638,0.9111,1.7054,2.7767,3.9146,4.8358,5.2115,4.9237,4.2716,3.2288,2.2486,1.552,1.1543,0.941,0.8944,0.7731,0.684,0.585,0.477,0.3501,0.2373,0.1925,0.1257,0.0616,0.0377,0.0166,0.028,0.0406,0.011,0.0084,63.72
0.0181,0.0208,0.0342,0.0739,0.0167,0.0017,0.0076,0.0236,0.0123,0.0111,0.0436,0.0141,0.0041,0.0228,0.0078,0.0174,0.0505,0.0283,0.0444,0.0125,0.0367,0.0626,0.1954,0.51,0.937,1.7054,2.4804,3.1866,3.5072,3.2688,2.7406,1.9658,1.3044,0.8098,0.5342,0.398,0.2588,0.1584,0.1198,0.0512,0.0382,0.0292,0.0358,0.0087,0.037,0.0215,0.0253,0.0082,0.0376,0.0268,40.02
0.0431,0.0455,0.0536,0.001,0.0165,0.0078,0.0245,0.0282,0.027,0.035,0.0028,0.0405,0.0381,0.0009,0.0224,0.0059,0.0076,0.0021,0.0452,0.0269,0.0765,0.0242,0.0402,0.0512,0.1039,0.3743,0.9848,2.2017,3.922,5.5919,6.2745,5.7259,4.4697,2.884,1.847,1.3682,1.1909,1.0228,0.8128,0.5666,0.3805,0.2059,0.1244,0.0582,0.0279,0.03,0.065,0.0107,0.0434,0.0261,70.0
0.0059,0.0158,0.0224,0.0784,0.0254,0.0663,0.0286,0.0726,0.093,0.2184,0.4575,0.9544,1.7416,2.8364,3.9655,4.8843,5.326,5.1462,4.6633,3.607,2.5851,1.8317,1.2608,0.9358,0.6943,0.5695,0.4276,0.2853,0.1884,0.1278,0.1124,0.0519,0.0332,0.0227,0.0475,0.0031,0.0558,0.0077,0.034,0.0376,0.017,0.0068,0.0298,0.0063,0.0109,0.01,0.0425,0.0161,0.0121,0.0211,64.85
0.0237,0.0082,0.0714,0.0224,0.0286,0.0097,0.0126,0.0548,0.0124,0.0035,0.0139,0.0333,0.0286,0.0176,0.0171,0.0437,0.0176,0.0614,0.1097,0.3527,0.8221,1.7219,3.1286,4.7885,6.1868,6.8314,6.4436,5.4502,3.975,2.7833,2.0465,1.7045,1.5326,1.3994,1.2302,0.9978,0.7547,0.5894,0.3796,0.2145,0.1238,0.0885,0.052,0.0436,0.0689,0.0297,0.0513,0.0042,0.0363,0.0233,81.62
0.0358,0.0251,0.032,0.0028,0.0256,0.0174,0.054,0.0354,0.0206,0.0034,0.0457,0.0157,0.0303,0.0196,0.0026,0.0038,0.0445,0.057,0.1469,0.3676,0.9036,1.9253,3.4772,5.3257,6.888,7.5957,7.1689,6.0296,4.4196,3.099,2.2473,1.8291,1.6548,1.4854,1.3417,1.0889,0.8661,0.663,0.463,0.3366,0.2086,0.0992,0.088,0.0465,0.0519,0.0311,0.012,0.0067,0.0404,0.0099,91.49
0.0164,0.0223,0.0547,0.0423,0.0112,0.0278,0.0065,0.0138,0.0001,0.0042,0.0196,0.0252,0.0376,0.007,0.0344,0.0229,0.0467,0.0635,0.02,0.022,0.0103,0.0381,0.0044,0.0353,0.0381,0.0318,0.0525,0.0599,0.2497,1.453,5.0328,10.6121,13.6461,10.6072,5.6988,2.2655,1.6742,2.5513,3.7383,4.2873,3.6533,2.3391,1.1475,0.4265,0.1476,0.0381,0.0405,0.0334,0.0117,0.0263,100.0
0.0363,0.0287,0.005,0.0752,0.0463,0.0004,0.0462,0.0541,0.0046,0.0405,0.0318,0.013,0.0142,0.0209,0.0265,0.0048,0.0163,0.0283,0.0056,0.0762,0.0041,0.0497,0.0344,0.0564,0.0537,0.1165,0.5314,2.212,6.1167,11.2944,13.8235,11.3567,6.9466,3.167,1.8026,1.9685,2.5769,3.2275,3.418,3.1029,2.4195,1.6569,0.9294,0.4805,0.2083,0.1101,0.073,0.019,0.0115,0.0301,100.0
0.0221,0.007,0.0023,0.0001,0.0039,0.0574,0.0141,0.0125,0.0434,0.0134,0.0231,0.0313,0.0094,0.0327,0.0509,0.1164,0.2771,0.6765,1.4213,2.605,4.1542,5.8694,7.2691,7.8401,7.4824,6.6205,5.1505,3.7892,2.8652,2.3095,2.0647,1.9475,1.7955,1.6119,1.3668,1.1135,0.8529,0.6034,0.411,0.2842,0.1634,0.1042,0.0762,0.0427,0.0169,0.0418,0.0618,0.013,0.019,0.0158,100.0
0.0373,0.021,0.0058,0.0251,0.0055,0.0065,0.0223,0.0036,0.0014,0.0172,0.0086,0.0418,0.042,0.0053,0.0724,0.1562,0.7703,2.3808,5.5768,9.3272,11.0887,9.3304,5.8089,2.5713,0.8659,0.2824,0.1377,0.0934,0.0866,0.0618,0.0621,0.0357,0.0336,0.0498,0.055,0.0255,0.0226,0.0525,0.0573,0.0187,0.0321,0.0336,0.0422,0.0061,0.04,0.0104,0.0244,0.0064,0.0058,0.0196,100.0
0.0121,0.0411,0.0049,0.0523,0.0374,0.0159,0.0253,0.0291,0.0107,0.02,0.0045,0.03,0.0025,0.0414,0.0048,0.0494,0.0528,0.0069,0.0101,0.06,0.1736,0.411,0.9648,1.9801,3.5196,5.2927,6.7852,7.4574,7.0363,5.9791,4.3391,2.978,1.9383,1.301,0.9119,0.6253,0.4172,0.2585,0.1669,0.072,0.0322,0.036,0.0078,0.0071,0.0109,0.0161,0.0049,0.0551,0.0111,0.0164,87.14
0.0423,0.0251,0.0122,0.0009,0.0137,0.0151,0.0097,0.0112,0.026,0.0016,0.0347,0.0033,0.0009,0.0127,0.0144,0.0075,0.0013,0.0152,0.0301,0.0128,0.0476,0.0087,0.0292,0.1626,0.547,1.4984,3.1002,4.8327,5.607,4.8412,3.3063,1.6041,0.6199,0.2143,0.0695,0.0332,0.0346,0.0306,0.0291,0.0275,0.013,0.005,0.0303,0.0225,0.0456,0.006,0.0547,0.0551,0.0156,0.004,55.02
0.0533,0.0233,0.0212,0.0147,0.0204,0.0149,0.013,0.0105,0.0051,0.0083,0.0428,0.0143,0.0281,0.0333,0.0218,0.0244,0.048,0.0195,0.0102,0.0024,0.0097,0.0289,0.1471,0.5818,1.8819,4.2407,7.075,8.5132,7.6229,5.5267,3.4672,2.3217,1.7101,1.1921,0.7485,0.4414,0.1871,0.0743,0.0541,0.0379,0.0312,0.0416,0.0481,0.0112,0.0335,0.0249,0.0488,0.0534,0.0256,0.0262,89.76
0.0192,0.0747,0.0131,0.0284,0.0419,0.01,0.0096,0.0235,0.0002,0.0116,0.0091,0.012,0.0249,0.0119,0.0102,0.0087,0.0034,0.0102,0.0263,0.0094,0.0035,0.018,0.0493,0.0579,0.0735,0.1821,0.4217,0.726,1.2429,1.8962,2.58,3.1241,3.3418,3.1821,2.8829,2.1561,1.5,0.95,0.575,0.3587,0.2499,0.159,0.0984,0.0648,0.0594,0.0503,0.0373,0.0236,0.0491,0.0389,43.35
0.0237,0.003,0.0059,0.0781,0.0003,0.038,0.031,0.0025,0.0017,0.0157,0.0382,0.0078,0.0281,0.0796,0.2067,0.4849,1.1309,2.1171,3.3676,4.4734,4.9569,4.5904,3.8489,2.7766,1.9648,1.5519,1.4379,1.3058,1.204,1.0587,0.7958,0.5437,0.3808,0.2542,0.1263,0.0903,0.0677,0.0111,0.0125,0.0193,0.0065,0.0251,0.0155,0.0043,0.1018,0.0146,0.0292,0.0289,0.0408,0.044,62.94
0.0514,0.0024,0.0376,0.0766,0.0162,0.031,0.0206,0.0317,0.0054,0.0024,0.0078,0.0474,0.0136,0.0173,0.0257,0.0111,0.006,0.0209,0.0342,0.0722,0.2673,0.814,1.9243,3.645,5.3497,6.1044,5.3974,3.8978,2.3228,1.2798,0.9566,0.9141,0.912,0.8018,0.6703,0.4346,0.257,0.1527,0.0911,0.0255,0.0186,0.0758,0.0043,0.0134,0.0317,0.0073,0.0134,0.0057,0.0089,0.0138,66.61
0.0382,0.016,0.0534,0.032,0.0446,0.0076,0.0084,0.0161,0.0526,0.0329,0.0302,0.0293,0.0248,0.0098,0.0253,0.0472,0.0249,0.0801,0.2699,0.8124,1.8918,3.684,6.0382,8.0756,8.8243,8.038,6.5008,4.0923,2.252,1.0413,0.4958,0.2558,0.222,0.1207,0.1213,0.1192,0.1084,0.0557,0.0423,0.0571,0.0251,0.0189,0.019,0.0264,0.0161,0.0186,0.0391,0.0541,0.0247,0.0343,94.05
0.0036,0.0123,0.0159,0.0284,0.0489,0.0125,0.0216,0.0383,0.0422,0.0493,0.0495,0.1931,0.6356,1.7273,3.7543,6.6184,9.3255,10.5214,9.5086,7.6756,5.04,3.3741,2.8574,3.0008,3.2746,3.4024,3.1771,2.6749,2.0779,1.4135,0.8844,0.4804,0.2579,0.1387,0.063,0.0536,0.0709,0.0471,0.0467,0.0229,0.0099,0.0191,0.0097,0.002,0.0135,0.0472,0.0234,0.0355,0.0128,0.07,100.0
0.0107,0.0055,0.017,0.0105,0.0181,0.0016,0.0347,0.0244,0.065,0.0284,0.0748,0.0693,0.1607,0.3309,0.6557,1.0819,1.723,2.4218,3.0972,3.6267,3.8787,3.7179,3.4379,2.7373,2.0136,1.4134,0.9379,0.6346,0.4076,0.3318,0.2159,0.1424,0.1249,0.098,0.0491,0.0509,0.0476,0.0464,0.0333,0.0129,0.0419,0.0231,0.006,0.0348,0.0161,0.0014,0.0136,0.0157,0.0111,0.0173,48.24
0.0067,0.0238,0.0186,0.0459,0.0169,0.0543,0.019,0.0005,0.043,0.0009,0.0142,0.0429,0.0584,0.0537,0.0743,0.2361,0.6598,1.4601,2.7731,4.4084,5.8409,6.4047,5.937,5.0096,3.4516,2.1581,1.3802,1.0044,0.8863,0.7472,0.6971,0.5406,0.4487,0.3054,0.2407,0.1762,0.1011,0.0668,0.0362,0.0229,0.0175,0.029,0.0205,0.0772,0.0123,0.0473,0.0282,0.0014,0.009,0.0208,71.87
0.006,0.0134,0.0076,0.0147,0.0144,0.0463,0.0274,0.0199,0.0405,0.0227,0.0147,0.0158,0.0344,0.0452,0.0285,0.0074,0.0073,0.0028,0.0179,0.0215,0.0516,0.114,0.3399,0.8196,1.5374,2.2077,2.509,2.2558,1.6302,0.9129,0.4694,0.2935,0.2974,0.3088,0.3405,0.3015,0.2385,0.1335,0.0687,0.0375,0.0444,0.0215,0.04,0.0324,0.0026,0.0212,0.0664,0.0236,0.0093,0.0128,28.59
0.067,0.0232,0.0239,0.02,0.0363,0.0204,0.0134,0.0076,0.0217,0.0145,0.0112,0.0379,0.0028,0.039,0.0351,0.0369,0.0086,0.0319,0.0227,0.0042,0.0177,0.0016,0.0073,0.0266,0.1127,0.3813,1.1087,2.5748,4.9416,7.8607,10.4489,11.5671,10.615,8.5809,5.9529,4.1032,3.4281,3.5364,3.8563,4.0001,3.7421,3.0775,2.2287,1.4346,0.8156,0.4119,0.2169,0.1226,0.0553,0.0164,100.0
